ID: 80409343, parent ID: 79878128, lineage: 51092117, generation: 26
instruction: f
instruction: 4
instruction: 4
instruction: 5
instruction: 2
instruction: a
instruction: 9
instruction: 9
instruction: 3
instruction: 5
instruction: 8
instruction: 1
instruction: e
instruction: a
instruction: 8
instruction: f
instruction: b
instruction: 4
instruction: 6
instruction: c
instruction: b
instruction: f
instruction: d
instruction: 4
instruction: 9
instruction: a
instruction: a
instruction: 7
instruction: e
instruction: c
instruction: 1
instruction: 6
instruction: d
instruction: a
instruction: f
instruction: 1
instruction: b
instruction: d
instruction: b
instruction: 9
instruction: 1
instruction: a
instruction: 8
instruction: b
instruction: 7
instruction: 5
instruction: d
instruction: 9
instruction: 5
instruction: c
instruction: 5
instruction: 3
instruction: f
instruction: 1
instruction: 4
instruction: 0
instruction: 0
instruction: f
instruction: f
instruction: f
instruction: f

ID: 79878128, parent ID: 79830014, lineage: 51092117, generation: 25
instruction: f
instruction: 4
instruction: 4
instruction: 5
instruction: 2
instruction: a
instruction: 9
instruction: 9
instruction: 3
instruction: 5
instruction: 8
instruction: 1
instruction: e
instruction: a
instruction: 8
instruction: f
instruction: b
instruction: 4
instruction: 6
instruction: c
instruction: b
instruction: f
instruction: d
instruction: 4
instruction: 9
instruction: a
instruction: a
instruction: 7
instruction: e
instruction: c
instruction: 1
instruction: 6
instruction: d
instruction: a
instruction: f
instruction: 1
instruction: b
instruction: d
instruction: b
instruction: 9
instruction: 1
instruction: a
instruction: 8
instruction: b
instruction: 7
instruction: 5
instruction: d
instruction: 9
instruction: 5
instruction: c
instruction: 5
instruction: 3
instruction: f
instruction: 1
instruction: 4
instruction: 0
instruction: 0
instruction: f
instruction: f
instruction: f
instruction: f

ID: 79830014, parent ID: 78376130, lineage: 51092117, generation: 24
instruction: f
instruction: 4
instruction: 4
instruction: 5
instruction: 2
instruction: a
instruction: 9
instruction: 9
instruction: 3
instruction: 5
instruction: 8
instruction: 1
instruction: e
instruction: a
instruction: 8
instruction: f
instruction: b
instruction: 4
instruction: 6
instruction: c
instruction: b
instruction: f
instruction: d
instruction: 4
instruction: 9
instruction: a
instruction: a
instruction: 7
instruction: e
instruction: c
instruction: 1
instruction: 6
instruction: d
instruction: a
instruction: f
instruction: 1
instruction: b
instruction: d
instruction: b
instruction: 9
instruction: 1
instruction: a
instruction: 8
instruction: b
instruction: 7
instruction: 5
instruction: d
instruction: 9
instruction: 5
instruction: c
instruction: 5
instruction: 3
instruction: f
instruction: 1
instruction: 4
instruction: 0
instruction: 0
instruction: f
instruction: f
instruction: f
instruction: f

ID: 78376130, parent ID: 76828140, lineage: 51092117, generation: 23
instruction: f
instruction: 4
instruction: 4
instruction: 5
instruction: 2
instruction: a
instruction: 9
instruction: 9
instruction: 3
instruction: 5
instruction: 8
instruction: 1
instruction: e
instruction: a
instruction: 8
instruction: f
instruction: b
instruction: 4
instruction: 6
instruction: c
instruction: b
instruction: f
instruction: d
instruction: 4
instruction: 9
instruction: a
instruction: a
instruction: 7
instruction: e
instruction: c
instruction: 1
instruction: 6
instruction: d
instruction: a
instruction: f
instruction: 1
instruction: b
instruction: d
instruction: b
instruction: 9
instruction: 1
instruction: a
instruction: 8
instruction: b
instruction: 7
instruction: 5
instruction: d
instruction: 9
instruction: 5
instruction: c
instruction: 5
instruction: 3
instruction: f
instruction: 1
instruction: 4
instruction: 0
instruction: 0
instruction: f
instruction: f
instruction: f
instruction: f

ID: 79275354, parent ID: 79067507, lineage: 51092117, generation: 22
instruction: f
instruction: 4
instruction: 4
instruction: 5
instruction: 2
instruction: a
instruction: 9
instruction: 9
instruction: 3
instruction: 5
instruction: 8
instruction: 1
instruction: e
instruction: a
instruction: 8
instruction: f
instruction: b
instruction: 4
instruction: 6
instruction: c
instruction: b
instruction: f
instruction: d
instruction: 4
instruction: 9
instruction: a
instruction: a
instruction: 7
instruction: e
instruction: c
instruction: 1
instruction: 6
instruction: d
instruction: a
instruction: f
instruction: 1
instruction: b
instruction: d
instruction: b
instruction: 9
instruction: 1
instruction: a
instruction: 8
instruction: b
instruction: 7
instruction: 5
instruction: d
instruction: 9
instruction: 5
instruction: c
instruction: 5
instruction: 3
instruction: f
instruction: 1
instruction: 4
instruction: 0
instruction: 0
instruction: f
instruction: f
instruction: f
instruction: f

ID: 79067507, parent ID: 78712238, lineage: 51092117, generation: 21
instruction: f
instruction: 4
instruction: 4
instruction: 5
instruction: 2
instruction: a
instruction: 9
instruction: 9
instruction: 3
instruction: 5
instruction: 8
instruction: 1
instruction: e
instruction: a
instruction: 8
instruction: f
instruction: b
instruction: 4
instruction: 6
instruction: c
instruction: b
instruction: f
instruction: d
instruction: 4
instruction: 9
instruction: a
instruction: a
instruction: 7
instruction: e
instruction: c
instruction: 1
instruction: 6
instruction: d
instruction: a
instruction: f
instruction: 1
instruction: b
instruction: d
instruction: b
instruction: 9
instruction: 1
instruction: a
instruction: 8
instruction: b
instruction: 7
instruction: 5
instruction: d
instruction: 9
instruction: 5
instruction: c
instruction: 5
instruction: 3
instruction: f
instruction: 1
instruction: 4
instruction: 0
instruction: 0
instruction: f
instruction: f
instruction: f
instruction: f

ID: 69686654, parent ID: 69529224, lineage: 69252146, generation: 3
instruction: 1
instruction: d
instruction: 3
instruction: 5
instruction: a
instruction: 9
