ID: 135794471, parent ID: 134183882, lineage: 4917584, generation: 144
instruction: 6
instruction: e
instruction: a
instruction: 7
instruction: 9
instruction: 5
instruction: b
instruction: e
instruction: 5
instruction: 8
instruction: e
instruction: 8
instruction: 1
instruction: a
instruction: f
instruction: 0
instruction: f
instruction: f
instruction: f
instruction: f

ID: 134230067, parent ID: 134177425, lineage: 6602053, generation: 246
instruction: f
instruction: b
instruction: 7
instruction: d
instruction: 5
instruction: c
instruction: f
instruction: 4
instruction: c
instruction: e
instruction: 3
instruction: 5
instruction: 8
instruction: 7
instruction: d
instruction: e
instruction: 9
instruction: 1
instruction: e
instruction: b
instruction: 4
instruction: 5
instruction: e
instruction: 6
instruction: 5
instruction: 8
instruction: e
instruction: a
instruction: b
instruction: 2
instruction: 2
instruction: b
instruction: 1
instruction: 2
instruction: 0
instruction: f
instruction: f
instruction: f
instruction: f

ID: 135650965, parent ID: 111298085, lineage: 87919529, generation: 36
instruction: 0
instruction: e
instruction: 6
instruction: 4
instruction: d
instruction: 1
instruction: 9
instruction: 8
instruction: 5
instruction: 8
instruction: 8
instruction: 1
instruction: a
instruction: 9
instruction: a
instruction: 7
instruction: f
instruction: c
instruction: 9
instruction: f
instruction: f
instruction: f
instruction: f

ID: 135925390, parent ID: 135134092, lineage: 51092117, generation: 37
instruction: f
instruction: 4
instruction: 4
instruction: 5
instruction: 2
instruction: a
instruction: 9
instruction: 9
instruction: 3
instruction: 5
instruction: 8
instruction: 1
instruction: e
instruction: a
instruction: 8
instruction: f
instruction: b
instruction: 4
instruction: 6
instruction: c
instruction: b
instruction: f
instruction: d
instruction: 4
instruction: 9
instruction: a
instruction: a
instruction: 7
instruction: e
instruction: c
instruction: 1
instruction: 6
instruction: d
instruction: a
instruction: f
instruction: 1
instruction: b
instruction: d
instruction: b
instruction: 9
instruction: 1
instruction: a
instruction: 8
instruction: b
instruction: 7
instruction: 5
instruction: d
instruction: 9
instruction: 5
instruction: c
instruction: 5
instruction: 3
instruction: f
instruction: 1
instruction: 4
instruction: 0
instruction: 0
instruction: f
instruction: f
instruction: f
instruction: f

ID: 134183882, parent ID: 133665814, lineage: 4917584, generation: 143
instruction: 6
instruction: e
instruction: a
instruction: 7
instruction: 9
instruction: 5
instruction: b
instruction: e
instruction: 5
instruction: 8
instruction: e
instruction: 8
instruction: 1
instruction: a
instruction: f
instruction: 0
instruction: f
instruction: f
instruction: f
instruction: f

ID: 136468827, parent ID: 136204416, lineage: 6602053, generation: 245
instruction: f
instruction: b
instruction: 7
instruction: d
instruction: 5
instruction: c
instruction: f
instruction: 4
instruction: c
instruction: e
instruction: 3
instruction: 5
instruction: 8
instruction: 7
instruction: d
instruction: e
instruction: 9
instruction: 1
instruction: e
instruction: b
instruction: 4
instruction: 5
instruction: e
instruction: 6
instruction: 5
instruction: 8
instruction: e
instruction: a
instruction: b
instruction: 2
instruction: 2
instruction: b
instruction: 1
instruction: 2
