966676507,966433073,630308913,395,2a2b715d2524e1aba495c05e1281aa9bda1b541bc526a2d19f0fbffff
976010081,975638533,630308913,383,2a2b715d2524e1aba495c05e1281aa9bda1b541bce26a2d19f0fcffff
976047467,975575068,630308913,348,2a2b715d2524e1aba495cc5e1281aa9bda1b541bca26a2d19f0ffff
975362704,975018156,630308913,343,2a2b715d2524e1aba495c05e1281aa9bda1b541bcd26a2d19f0fbffff
975797327,975424162,630308913,347,2a2b715d2524e1aba495cb5e1281aa9bda1b541bce26a2d19f0fdffff
975365692,975353911,630308913,307,2a2b715d2524e1aba495c05e1281aa9bda1b541bc826a2d19f0faffff
975809720,975621676,630308913,308,2a2b715d2524e1aba495c55e1281aa9bda1b541bcd26a2d19f0ffff
975736116,975286287,630308913,297,2a2b715d2524e1aba495c05e1281aa9bda1b541bcd26a2d19f0fbffff
972719667,969338763,177814120,197,04e36839be58c03e1aee88267f00ffff
972253069,971750581,177814120,198,0ffff
970883694,969685379,177814120,201,04e36839be58c03e1aee88ff0ffff
974564083,973401932,428236320,304,f7da2e14bffff
974111853,965939823,428236320,301,f7da2ffff
975929874,975309289,428236320,300,f7da2e14be49ffff
975917764,973369796,428236320,299,f7da2e14be49ffff
975988334,975758324,428236320,288,f7da2ffff
976076639,976004657,428236320,294,f7da2e14be491b58a20ffff
973773425,973288218,165429718,586,1ffff
974720110,973841987,165429718,585,1ffff
976075460,974100814,428236320,301,f7dffff
975763169,975632753,428236320,308,f7da2e14be491b58a2ffff
975632753,970716668,428236320,307,f7da2e14be491b58a20ffff
975629404,975623605,428236320,308,f7da2e14be491b58a20ffff
975992307,975708389,165429718,561,1ffff
975154221,973674164,177814120,197,0ffff
975909877,975027983,165429718,558,1ffff
975016617,965572397,177814120,199,04effff
975443610,975352349,165429718,556,1ffff
975084153,973831650,177814120,201,04e36839ffff
975765927,975107455,177814120,214,04e3ffff
973936890,973898944,177814120,215,04ffff
975175604,973235599,165429718,536,1ffff
975677856,973481930,165429718,533,1ffff
974006257,972021477,165429718,532,1ffff
974907906,973691918,165429718,530,1ffff
975912873,975912379,177814120,244,04e36839be58c03e1aee8824f00ffff
975016053,958951161,165429718,517,1ffff
975814362,974095942,915454556,25,6845a69ffff
976070823,973499798,188068216,345,44a35993e825861b1a2bffff
975887369,975371258,188068216,346,44a35993e825861b1a2bffff
976009460,975270032,188068216,347,0ffff
972000206,971813329,188068216,348,58ffff
976056726,963107262,188068216,341,0ffff
972539429,971833345,188068216,344,44a3596ffff
965655128,965453315,188068216,353,44a35993e825869ffff
975278786,958489082,188068216,354,0ffff
972374396,970717920,188068216,358,44a35993e825861b1a81b655d6d7ffff
975903051,975259589,188068216,362,44a35993e825861b1a8bffff
966502487,965853395,188068216,370,5ffff
974851312,970060452,188068216,380,44a5ffff
973104519,973056363,188068216,383,44a35993e825861b1a81b655d6ffff
973315170,969726362,188068216,383,58ffff
962262744,959737522,188068216,387,58ffff
948417255,944282509,188068216,394,44a35993e825861b1a81b655d6dfeffff
975781342,975736186,188068216,399,44a35993e825861b1a81b655d6e7e8ffff
975805180,972806207,188068216,400,44a35993e825861b1a81b655d6e7ffff
975992951,973526646,188068216,397,44a35993e825861b1a81b655d6dfefff0000ffff
965230544,965122228,188068216,406,48ffff
976058607,975699578,188068216,411,42ffff
975744933,972985042,188068216,412,f2ffff
966087964,965937042,188068216,418,48ffff
975308224,955370082,188068216,419,44a35993e825861b1a8b9fff000ffff
972095638,968211724,188068216,420,44a35993affff
965637612,964467957,188068216,424,44a35993e825861b1a81b655d6dfeffff
972292101,966571267,188068216,433,48a35993e825861b1a81b657ffff
976000329,966117961,188068216,435,48a35993e825861b1a8bffff
975188678,968258894,188068216,444,44a35993e825861b1a2ffff
962202146,962009702,188068216,443,5ffff
967440754,966455232,188068216,446,48a35993e825861b1a81b65768ffff
975551253,975365077,188068216,457,44a3bffff
975904927,975059012,188068216,458,44a35993e825861b1a2f3ffff
974817667,974136106,188068216,459,44a35993e825861b1a2f3ffff
975211257,974817667,188068216,460,44a35993e825861b1a2f3ff0ffff
975711668,975211257,188068216,461,5ffff
975944969,974866010,630308913,472,2a2b715d2524e1aba495cc5e1281aa9bda1b541bcd26a2d19f0ffff
974249671,974143815,630308913,467,2a2b715d2524e1aba495ca5e1281aa9bda1b541bce26a2d19f0feffff
971985030,971859746,630308913,446,2a2b715d2524e1aba495c05e1281aa9bda1b541bcc26a2d19f0fcffff
965842623,965736571,630308913,441,2a2b715d2524e1aba495c05e1281aa9bda1b541bcc26a2d19f0fcffff
975179091,969234453,630308913,426,2a2b715d2524e1aba495c05e1281aa9bda1b541bc926a2d19f0feffff
975894706,975690975,630308913,409,2a2b715ffff
975944860,966676507,630308913,396,2a2b715d2524e1aba495c05e1281aa9bda1b541bce26a2d19f0fbffff
975597082,975461386,630308913,403,2a2b715d2524e1aba495c05e1281aa9bda1b541bcd26a2d19f0fdffff
975922992,975812798,630308913,341,2a2b715d2524e1aba495c05e1281aa9bda1b541bcd26a2d19f0fdffff
975812798,975708369,630308913,340,2a2b715d2524e1aba495c05e1281aa9bda1b541bcd26a2d19f0fdffff
975812393,975362704,630308913,344,2a2b715d2524e1aba495c05e1281aa9bda1b541bcc26a2d19f0f9ffff
975138997,974738145,630308913,345,2a2b715d2524e1aba495ca5e1281aa9bda1b541bcd26a2d19f0fbffff
976077719,975736116,630308913,298,2a2b715d2524e1aba495cc5e1281aa9bda1b541bcb26a2d19f0ffff
974098587,972943637,177814120,203,04e36839be58c03e1aeffff
975294525,970883694,177814120,202,04e36839be58c03e1aee88ff0ffff
